9,10,11,13
0.086,0.220,0.070,0.089
0.076,0.176,0.248,0.128
0.133,0.258,0.102,0.297
1.000,0.056,0.328,
1.000,,0.060,
0.245,,1.000,
1.000,,1.000,
0.345,,0.437,
