day,cell,techrep,biorep,trial,well,order
0,nm,1,1,1,B3,2
0,m,1,1,1,B4,3
300,nm,1,1,1,B5,4
300,m,1,1,1,B6,5
0,nm,2,1,1,C3,6
0,m,2,1,1,C4,7
300,nm,2,1,1,C5,8
300,m,2,1,1,C6,9
0,nm,3,1,1,D3,10
0,m,3,1,1,D4,11
300,nm,3,1,1,D5,12
300,m,3,1,1,D6,13
0,nm,4,1,1,E3,14
0,m,4,1,1,E4,15
300,nm,4,1,1,E5,16
300,m,4,1,1,E6,17
0,nm,5,1,1,F3,18
0,m,5,1,1,F4,19
300,nm,5,1,1,F5,20
300,m,5,1,1,F6,21
0,nm,6,1,1,G3,22
0,m,6,1,1,G4,23
300,nm,6,1,1,G5,24
300,m,6,1,1,G6,25
