1,3,4,6
0.106,0.384,0.061,0.12
0.056,0.698,0.192,0.239
0.329,0.255,0.12,0.054
0.146,0.066,0.1,0.111
1,0.317,0.06,
1,0.068,0.863,
,0.101,0.092,
,0.43,0.148,
,0.055,0.055,
,0.457,0.803,
,0.341,0.087,
,0.06,1,
,0.687,,
,0.665,,
,0.052,,
,0.061,,
,0.065,,
,0.609,,
,0.401,,
,0.68,,
,0.157,,
,0.692,,
,0.305,,
