 ,Area,Mean,Min,Max
1,75,7568.053,7009,8299
2,22,3579.955,3085,4196
3,52,3917.096,2974,5100
4,172,4778.936,2920,6599
5,87,3032.977,2403,3903
6,6,2785.833,2623,2848
7,11,2764.727,2691,2868
8,10,2778.600,2673,2864
9,16,3493.438,3280,3707
10,26,2637.500,2443,2798
11,36,2298.750,1824,2771
12,25,2379.880,1978,2779
13,2,2793.500,2789,2798
14,13,2599.308,2371,2769
15,15,2682.133,2556,2806
16,35,2526.600,2069,2804
17,13,2623.923,2476,2744
